url
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1270814?gameHash=4127cdfd68733610&amp;tab=overview
 http://matchhistory.lan.leagueoflegends.com/es/#match-details/ESPORTSTMNT03/540015?gameHash=42eb03e56c41896a&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1340749?gameHash=4007e110d2b480ba&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/650115?gameHash=4c4d3cf328b602b1&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1031477?gameHash=05dc9b272ad3b18a&amp;tab=overview&tab=stats
 https://matchhistory.jp.leagueoflegends.com/ja/#match-details/ESPORTSTMNT02/800750?gameHash=3d0cc1f2dcfc09eb&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400069?gameHash=43aab3a0789f4d1a&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/530077?gameHash=f9ce12842cb908ea&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1430747?gameHash=918940d81b5c73b4&amp;tab=overview&tab=stats
 https://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1002490058?gameHash=776a4d91769d8b31&tab=stats
 https://matchhistory.euw.leagueoflegends.com/de/#match-details/ESPORTSTMNT02/980683?gameHash=b768958d08a63e93&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/811838?gameHash=e95fe1a48652e476&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1270814?gameHash=4127cdfd68733610&amp;tab=overview
 http://matchhistory.las.leagueoflegends.com/es/#match-details/ESPORTSTMNT02/530168?gameHash=46efdb975d20ba3d&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1181036?gameHash=f44d6765691ff2c7&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/670111?gameHash=4adc56967f2a3261&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1031477?gameHash=05dc9b272ad3b18a&amp;tab=overview&tab=stats
 http://matchhistory.oce.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/30531?gameHash=45797775faee6b1e&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1400069?gameHash=43aab3a0789f4d1a&amp;tab=overview&tab=stats
 https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/550161?gameHash=2e7159d31e269fe1&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1430690?gameHash=87b2e5efb46ff1bb&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002520232?gameHash=ff2ae8b9c973344b&tab=stats
 https://matchhistory.euw.leagueoflegends.com/de/#match-details/ESPORTSTMNT02/980683?gameHash=b768958d08a63e93&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/1770025?gameHash=30945d565d26a9c7&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1270814?gameHash=4127cdfd68733610&amp;tab=overview
 https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/530053?gameHash=d94dee88c965deb5&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1430804?gameHash=6d64d3df8469e7ec&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/660077?gameHash=7bf4a741eb8b137e&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1031477?gameHash=05dc9b272ad3b18a&amp;tab=overview&tab=stats
 http://matchhistory.euw.leagueoflegends.com/en/#match-details/TREU/1001490056?gameHash=c350f47480f2242d&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1270814?gameHash=4127cdfd68733610&amp;tab=overview
 https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/570139?gameHash=ba727c1db6d1cfbb&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1353269?gameHash=e6415e83547de91d&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/670111?gameHash=4adc56967f2a3261&amp;tab=overview&tab=stats
 https://matchhistory.euw.leagueoflegends.com/de/#match-details/ESPORTSTMNT02/980683?gameHash=b768958d08a63e93&amp;tab=overview&tab=stats
 http://matchhistory.oce.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/30531?gameHash=45797775faee6b1e&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1270814?gameHash=4127cdfd68733610&amp;tab=overview
 https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/550161?gameHash=2e7159d31e269fe1&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1440699?gameHash=9a6e419462c3a31e&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/650115?gameHash=4c4d3cf328b602b1&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1031477?gameHash=05dc9b272ad3b18a&amp;tab=overview&tab=stats
 https://matchhistory.jp.leagueoflegends.com/ja/#match-details/ESPORTSTMNT02/800750?gameHash=3d0cc1f2dcfc09eb&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1270814?gameHash=4127cdfd68733610&amp;tab=overview
 https://matchhistory.ru.leagueoflegends.com/ru/#match-details/ESPORTSTMNT02/530053?gameHash=d94dee88c965deb5&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1430696?gameHash=9d6efd0fa7926b9d&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/660077?gameHash=7bf4a741eb8b137e&amp;tab=overview&tab=stats
 https://matchhistory.euw.leagueoflegends.com/de/#match-details/ESPORTSTMNT02/980683?gameHash=b768958d08a63e93&amp;tab=overview&tab=stats
 http://matchhistory.euw.leagueoflegends.com/en/#match-details/TREU/1001490056?gameHash=c350f47480f2242d&amp;tab=overview&tab=stats
 https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1540037?gameHash=df189f4cefd8bfea&amp;tab=overview&tab=stats
 https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/570139?gameHash=ba727c1db6d1cfbb&amp;tab=overview&tab=stats
